Gene	LB_score_upper_quartile	LB_score_Heterogeneity	Tip_to_Root_upper_quartile	Tip_to_Root_Heterogeneity	Average_PD
Matrix_original_supermatrix.fas.treefile	44.2824481371753	33.2274113995214	0.85696974187	0.319535774462326	0.681613019269744
locus_0001.fas.treefile	38.521264244379	27.6574181561892	0.402524029788889	0.135427784092415	0.353249900215616
locus_0002.fas.treefile	81.1967103765238	56.5173784033269	0.478565986457143	0.210822971666264	0.311675550052991
locus_0003.fas.treefile	45.9384412885857	32.3077447455771	0.55912288701	0.181736900748841	0.415403228186922
locus_0004.fas.treefile	47.4602008978104	31.4198684770113	0.554508833733333	0.181225973672456	0.479366526923724
locus_0005.fas.treefile	37.4772592487365	28.2743961950149	0.466376214655556	0.152518028004628	0.457606822775462
locus_0006.fas.treefile	37.1808440909969	27.1760590698865	0.62221805813	0.193694844948628	0.617938540064295
locus_0007.fas.treefile	40.3360848767302	32.546501821956	0.7707284827	0.278743610459886	0.711788562607288
locus_0008.fas.treefile	47.2164792693418	35.9165478165177	0.7384480750875	0.274699622113668	0.559494008081462
locus_0009.fas.treefile	44.1324661037143	30.821334062254	0.8515153349	0.259117663766019	0.629725169561026
locus_0010.fas.treefile	40.250505272604	27.6070333063544	0.726419834877778	0.223579724923846	0.684866801747899
locus_0011.fas.treefile	31.1760609770582	26.5383447709074	0.763841374085714	0.231787486400823	0.737022696846154
locus_0012.fas.treefile	32.5794566772846	23.1542161590842	0.673420064475	0.21111419279364	0.567865363112834
locus_0013.fas.treefile	39.046013570491	26.5146219042321	0.8738287627875	0.266710334285478	0.788506196569319
locus_0014.fas.treefile	53.0193579179589	37.1596029651166	0.833321435077778	0.315376763784427	0.567168302470952
locus_0015.fas.treefile	56.3912229233447	43.6633904140106	0.9454405119	0.390259010246184	0.691774685154167
locus_0016.fas.treefile	32.9026167165541	22.3374536993614	0.535887611675	0.155255845363402	0.540331976854723
locus_0017.fas.treefile	34.3201809330167	26.665105085348	0.61215699444	0.20709545599077	0.495816366575708
locus_0018.fas.treefile	41.4241157582917	29.1442630025777	1.05623372544	0.359993952360147	0.828397162892039
locus_0019.fas.treefile	59.4122328182929	41.791833745039	1.49396833484444	0.606388534229743	0.977554390154954
locus_0020.fas.treefile	35.2288816939817	24.1615297687024	0.607915399366667	0.147700365419619	0.537357876035631
locus_0021.fas.treefile	36.7194123275666	25.1884580945205	0.97687553195	0.255637634278472	0.89021003654133
locus_0022.fas.treefile	54.4645134941038	41.5681787424547	1.0781135655125	0.449660089299336	0.779253966418925
locus_0023.fas.treefile	28.0664881204165	21.9296265581612	0.39583003252	0.116139523396326	0.420477991346942
locus_0024.fas.treefile	55.1102773645051	37.5819861136035	0.883415722144444	0.320511577599008	0.676147782564705
locus_0025.fas.treefile	53.0944637038059	42.2993081447548	0.684773234355555	0.266712592967889	0.599549366398993
locus_0026.fas.treefile	46.279669968552	33.3160110226813	0.7077271577125	0.233863977773282	0.584888764102366
locus_0027.fas.treefile	54.3484575045909	42.059840722952	1.49636642987778	0.613945535587448	1.17293869752202
locus_0028.fas.treefile	57.2915572740489	48.2026678618916	0.874542244455556	0.388676049720193	0.65648335174084
locus_0029.fas.treefile	60.8644671013428	40.7265211271689	0.556234847357143	0.190003660651818	0.411178354725397
locus_0030.fas.treefile	38.2072368260167	31.4080416098811	0.29015068305	0.0896662744738926	0.294917068203509
locus_0031.fas.treefile	40.5424716410059	29.7458117821918	0.4537713454625	0.144769900104816	0.455393752123864
locus_0032.fas.treefile	48.2111633612296	38.5524906003984	0.486050757225	0.187765742018833	0.382200319876209
locus_0033.fas.treefile	40.3635170457279	27.0336244500295	0.5313190182625	0.15421621809974	0.520636022450268
locus_0034.fas.treefile	47.2035657161428	32.9208264214702	0.51665781625	0.175442917501572	0.466421110422671
locus_0035.fas.treefile	37.7629752931717	27.6736469822657	0.6432707743	0.20800303411957	0.616068185628307
locus_0036.fas.treefile	33.4826132674821	24.6059946823684	0.435495663433333	0.106144300212695	0.43359427603365
locus_0037.fas.treefile	44.5728866002544	33.4871652715389	0.509269407833333	0.182230008052141	0.424116156782883
locus_0038.fas.treefile	50.3502964822868	35.477270264641	0.48877534792	0.180532567276761	0.400947206166262
locus_0039.fas.treefile	37.8813945647308	30.1781728104042	1.15660704202	0.417868384467934	0.911833103456472
locus_0040.fas.treefile	38.0004965047424	26.45477185719	1.36445336126667	0.454796067457496	1.09983904023857
locus_0041.fas.treefile	72.8467224476646	45.7298374851792	0.9019895890375	0.344712241372454	0.553721728896435
locus_0042.fas.treefile	60.2870933469052	39.5075397049868	0.9946705629625	0.350861927994166	0.788190464722816
locus_0043.fas.treefile	60.5758889055752	42.5457020589745	1.06703773355	0.398958529147248	0.833784658618895
locus_0044.fas.treefile	76.3138190975733	66.2125155112748	1.40013827784444	0.709493361738547	0.923143380170756
locus_0045.fas.treefile	42.0071710028367	32.2510441439641	0.48009374927	0.175352264408298	0.463849376786235
locus_0046.fas.treefile	34.3627011145537	27.6204770610502	0.510489047875	0.16746958603539	0.487938601319072
locus_0047.fas.treefile	40.7335197081628	30.8296254484519	0.9793001133	0.365673908010253	0.791095255523123
locus_0048.fas.treefile	47.6468273118711	34.236268942722	0.945521349766667	0.360189643249982	0.69833257396967
locus_0049.fas.treefile	38.7958009718105	28.4991190808612	0.43781328383	0.149252417418469	0.384583161237692
locus_0050.fas.treefile	66.6527600712356	46.3136493989472	1.11334571845556	0.447662886500132	0.713966237689523
locus_0051.fas.treefile	53.4207655495118	39.4498791664234	0.99886246565	0.399792640522377	0.687862367821924
locus_0052.fas.treefile	34.9361818675733	24.3207134331944	0.945311345444444	0.282491407118563	0.969254752483175
locus_0053.fas.treefile	103.453001665288	139.35684505923	2.1383112635125	1.78075133270381	1.22608075064189
locus_0054.fas.treefile	47.2658657665711	37.3079199205073	1.0026966410375	0.402562204842806	0.802959384866935
locus_0055.fas.treefile	53.914136373757	37.8476071962294	0.9118051793	0.352666195499925	0.704859519708408
locus_0056.fas.treefile	45.5393796415071	31.0678446541344	0.85170512642	0.278442017396435	0.771477583960385
locus_0057.fas.treefile	36.5245264330102	27.6831648132122	0.59824671194	0.202024013525892	0.553437812042248
locus_0058.fas.treefile	46.2831880410379	34.6018397146719	0.513483201722222	0.18503535043947	0.45216339357027
locus_0059.fas.treefile	48.007086462357	35.3669182543586	0.7678069106	0.273209580626901	0.582604321035136
locus_0060.fas.treefile	66.2131149660383	48.2412828548557	0.6383479032	0.256443495931184	0.385496196843243
locus_0061.fas.treefile	44.5258620278568	32.6417154535039	0.555707327188889	0.181079681544381	0.537946009442858
locus_0062.fas.treefile	65.451729926593	58.5720495706818	0.778673118288889	0.375067214780667	0.56867774586084
locus_0063.fas.treefile	51.9721444809446	39.9012553108989	0.856409410125	0.345810116453763	0.730864473737256
locus_0064.fas.treefile	36.1347816426271	25.2485333950996	0.72493708182	0.243814274038439	0.654365098268462
locus_0065.fas.treefile	45.445807810284	34.6403746782458	0.8562658255875	0.338906709812663	0.619501053740461
locus_0066.fas.treefile	60.6500625707414	36.4249753704891	1.0014488198375	0.357489759213751	0.65984180572549
locus_0067.fas.treefile	40.1864457932045	30.9229481860023	0.76026917577	0.269209315536845	0.663306370263585
locus_0068.fas.treefile	32.2999684367245	25.1145896745627	0.613057932111111	0.173599410494361	0.501654400856031
locus_0069.fas.treefile	58.2043946990345	39.3050137558503	0.7990018031	0.309993776054135	0.586475008867207
locus_0070.fas.treefile	53.1510699305403	38.4802096559924	0.569323799814286	0.218073994753218	0.460988072876923
locus_0071.fas.treefile	62.6748422928064	68.5288484208094	0.76025421333	0.406822230838919	0.552753695624291
locus_0072.fas.treefile	58.0207470286092	43.9219290201589	0.73870218361	0.280705189401401	0.594194810723347
locus_0073.fas.treefile	31.6659116264544	21.1218051227003	0.64280900345	0.204801439911643	0.521062166829767
locus_0074.fas.treefile	47.0791083480046	31.8915820265807	0.887830706577778	0.308324167078475	0.74401928603093
locus_0075.fas.treefile	36.6976303901069	27.5715020487908	1.3321110453	0.435129539552554	1.13342073120378
locus_0076.fas.treefile	40.8053955490913	31.9498216571058	0.729723719433333	0.268417278360878	0.646076710416806
locus_0077.fas.treefile	42.1547064829961	31.2403052301916	0.58741256326	0.196515687919717	0.574032523651351
locus_0078.fas.treefile	58.2585434057998	39.5661827571656	1.20375147905556	0.463815113633803	0.916195333977142
locus_0079.fas.treefile	51.8355048584283	43.9412115556906	1.26319954761	0.548498817195575	0.921208831839401
locus_0080.fas.treefile	29.4092308198846	23.3842933595923	0.4823386561125	0.140231188479931	0.519174643531855
locus_0081.fas.treefile	52.2607582088771	36.3538174374344	1.03823310897778	0.381622240405155	0.695795906785397
locus_0082.fas.treefile	56.4780494737004	39.2767414627823	0.62354264858	0.23562891819351	0.51563972357782
locus_0083.fas.treefile	46.0007257482835	35.1444991773483	0.58300544677	0.213604028255291	0.487038353733873
locus_0084.fas.treefile	32.7056191176896	24.0711560784849	0.8490601393875	0.279561931496966	0.695393002776469
locus_0085.fas.treefile	32.0688741939448	25.5204142195189	0.52748036142	0.145199178838759	0.500461171112376
locus_0086.fas.treefile	38.4402496422241	26.3474824217088	0.9511216911375	0.315749679910836	0.753429766033065
locus_0087.fas.treefile	40.6881602321482	29.1232137821811	0.9137349351625	0.324027410129258	0.710024902216532
locus_0088.fas.treefile	42.8312699958562	30.4715500634131	0.845728318328572	0.288929699707135	0.720590515147619
locus_0089.fas.treefile	40.7061772674228	28.3986321250263	0.8653386615375	0.26421421246334	0.835067391742339
locus_0090.fas.treefile	45.9777723042364	37.5291821933528	0.69640524767	0.273684528197323	0.58181499479838
locus_0091.fas.treefile	47.9085784571397	31.5869842734399	0.4887598580875	0.152651222562946	0.416185513604813
locus_0092.fas.treefile	36.8164374201652	27.1338603681764	0.5038339421375	0.147652296419236	0.506417293931182
locus_0093.fas.treefile	32.5735385711254	27.7752298036566	0.72494892233	0.236956685501765	0.63499154095377
locus_0094.fas.treefile	34.745168284764	26.7249428137821	0.5192773071	0.171100591126325	0.464207273723755
locus_0095.fas.treefile	48.2445074573008	33.9606482870796	0.9290471148	0.299923283680868	0.710484251721922
locus_0096.fas.treefile	40.8136929361562	30.1839836369266	0.78234769705	0.233739946133569	0.640611414948449
locus_0097.fas.treefile	65.7006794174399	48.8131640675229	0.8075479368375	0.345161346620208	0.528851125106206
locus_0098.fas.treefile	37.9694117919078	28.5988593262055	0.5795280613125	0.198763397387027	0.532218000901149
locus_0099.fas.treefile	72.8951433330196	55.5979985451218	1.0076225815875	0.440682210764905	0.64098391447344
locus_0100.fas.treefile	38.4127355426264	25.700458533941	0.90151807185	0.27414284111487	0.845896234391287
